Object Type,Object Name,Control Name,Property Name,Old Value,New Value,Time
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.CustID AS tblCustWorkOrderDetail_CustID, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","11/29/12 14:58:26"
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","11/29/12 15:03:26"
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.Storage, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","11/29/12 15:08:09"
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","11/29/12 15:14:08"
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustomers.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","11/29/12 15:36:37"
"Form","tblPhotos subform",,"RecordSource","SELECT [tblPhotos].[PhotoDate], [tblPhotos].[CustID], [tblPhotos].[Link] FROM [tblPhotos]","SELECT [tblPhotos].[PhotoDate], [tblPhotos].[CustID], [tblPhotos].[Link] FROM tblPhotos; ","11/29/12 15:59:05"
"Form","tblPhotos subform",,"RecordSource","SELECT [tblPhotos].[CustID], [tblPhotos].[PhotoDate], [tblPhotos].[Link], [tblPhotos].[Notes] FROM [tblPhotos]","SELECT [tblPhotos].[CustID], [tblPhotos].[PhotoDate], [tblPhotos].[Link], [tblPhotos].[Notes] FROM tblPhotos; ","11/29/12 16:08:48"
"Report","Range of InHouseCleanWO",,"RecordSource","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo;","SELECT tblCustWorkOrderDetail.WorkOrderNo, tblCustWorkOrderDetail.CustID, tblCustomers.Name, tblCustomers.Contact, tblCustomers.Address, tblCustomers.Address2, tblCustomers.City, tblCustomers.State, tblCustomers.ZipCode, tblCustomers.HomePhone, tblCustomers.WorkPhone, tblCustomers.CellPhone, tblCustomers.EmailAddress, tblCustomers.Source, tblCustomers.SourceAddress, tblCustomers.SourceState, tblCustomers.SourceCity, tblCustomers.SourceZip, tblCustWorkOrderDetail.StorageTime, tblCustWorkOrderDetail.[Rack#], tblCustWorkOrderDetail.SpecialInstructions, tblCustWorkOrderDetail.RepairsNeeded, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.ReturnStatus, tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.RushOrder, tblCustWorkOrderDetail.DateRequired, tblCustWorkOrderDetail.ShipTo, tblCustWorkOrderDetail.DateIn, tblCustWorkOrderDetail.FirmRush FROM tblCustomers INNER JOIN tblCustWorkOrderDetail ON tblCustomers.[CustID] = tblCustWorkOrderDetail.[CustID] WHERE (((tblCustWorkOrderDetail.WorkOrderNo) Between [Type the beginning workorder:] And [Type the ending workorder:])) ORDER BY tblCustWorkOrderDetail.WorkOrderNo; ","12/27/12 16:50:56"
"Form","WorkOrderDetail","WorkOrderNo","ControlSource","WorkOrderNo","CWOD_WorkOrderNo","11/12/14 16:07:06"
"Query","qryCustWorkOrderDetail",,,"SELECT tblCustWorkOrderDetail.[WorkOrderNo], tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail ORDER BY tblCustWorkOrderDetail.[WorkOrderNo] DESC; ","SELECT tblCustWorkOrderDetail.[CWOD_WorkOrderNo], tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail ORDER BY tblCustWorkOrderDetail.[CWOD_WorkOrderNo] DESC; ","11/12/14 16:07:30"
"Form","subwosummary",,"RecordSource","SELECT qryCustWorkOrderDetail.[WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail; ","SELECT qryCustWorkOrderDetail.[CWOD_WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail; ","11/12/14 16:07:31"
"Form","subwosummary","WorkOrderNo","ControlSource","WorkOrderNo","CWOD_WorkOrderNo","11/12/14 16:07:31"
"Form","subwosummary",,"RecordSource","SELECT qryCustWorkOrderDetail.[CWOD_WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail;","SELECT qryCustWorkOrderDetail.[CWOD_WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail; ","11/12/14 16:12:57"
"Form","tblOrdDetCustAwngssubform","WorkOrderNo","DefaultValue","=[Forms]![WorkOrderDetail]![CWOD_WorkOrderNo]","=Forms![WorkOrderDetail2fix]!CWOD_WorkOrderNo","11/12/14 16:42:56"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=[forms]![workorderdetail]![custid])); ","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=forms![WorkOrderDetail2fix]!custid)); ","11/12/14 16:42:56"
"Form","tblOrdDetCustAwngssubform","CustID","DefaultValue","=[Forms]![WorkOrderDetail]![CustID]","=Forms![WorkOrderDetail2fix]!CustID","11/12/14 16:42:56"
"Form","tblOrdDetCustAwngssubform","WorkOrderNo","DefaultValue","=Forms![WorkOrderDetail2fix]!CWOD_WorkOrderNo","=Forms![WorkOrderDetail]!CWOD_WorkOrderNo","11/12/14 18:36:08"
"Form","tblOrdDetCustAwngssubform","Description","RowSource","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=forms![WorkOrderDetail2fix]!custid)); ","SELECT DISTINCTROW tblCustAwngs.*, tblCustAwngs.Description FROM tblCustAwngs WHERE (((tblCustAwngs.CustID)=forms![WorkOrderDetail]!custid)); ","11/12/14 18:36:08"
"Form","tblOrdDetCustAwngssubform","CustID","DefaultValue","=Forms![WorkOrderDetail2fix]!CustID","=Forms![WorkOrderDetail]!CustID","11/12/14 18:36:08"
"Query","qryProgress",,,"SELECT tblProgress.PgrsWorkOrderNo, tblProgress.OnDeckClean, tblProgress.Tub, tblProgress.Clean, tblProgress.Treat, tblProgress.WrapClean, tblProgress.NotesClean, tblCustWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.DateCompleted, tblProgress.PgrsRepairOrderNo, tblProgress.PgrsDateIn, tblProgress.PgrsName, tblProgress.Repair_Quote, tblProgress.WO_Quote, tblProgress.PgrsSource, tblProgress.CustID FROM tblRepairWorkOrderDetail INNER JOIN (tblCustWorkOrderDetail INNER JOIN tblProgress ON tblCustWorkOrderDetail.WorkOrderNo = tblProgress.PgrsWorkOrderNo) ON tblRepairWorkOrderDetail.RepairOrderNo = tblProgress.PgrsRepairOrderNo WHERE (((tblCustWorkOrderDetail.DateCompleted) Is Null) AND ((tblRepairWorkOrderDetail.DateCompleted) Is Null)) OR (((tblProgress.PgrsWorkOrderNo) Is Null) AND ((tblRepairWorkOrderDetail.DateCompleted) Is Not Null)) OR (((tblCustWorkOrderDetail.DateCompleted) Is Not Null) AND ((tblProgress.PgrsRepairOrderNo) Is Null)); ","SELECT tblProgress.PgrsWorkOrderNo, tblProgress.OnDeckClean, tblProgress.Tub, tblProgress.Clean, tblProgress.Treat, tblProgress.WrapClean, tblProgress.NotesClean, tblCustWorkOrderDetail.DateCompleted, tblRepairWorkOrderDetail.DateCompleted, tblProgress.PgrsRepairOrderNo, tblProgress.PgrsDateIn, tblProgress.PgrsName, tblProgress.Repair_Quote, tblProgress.WO_Quote, tblProgress.PgrsSource, tblProgress.CustID FROM tblRepairWorkOrderDetail INNER JOIN (tblCustWorkOrderDetail INNER JOIN tblProgress ON tblCustWorkOrderDetail.[CWOD_WorkOrderNo]=tblProgress.PgrsWorkOrderNo) ON tblRepairWorkOrderDetail.RepairOrderNo = tblProgress.PgrsRepairOrderNo WHERE (((tblCustWorkOrderDetail.DateCompleted) Is Null) AND ((tblRepairWorkOrderDetail.DateCompleted) Is Null)) OR (((tblProgress.PgrsWorkOrderNo) Is Null) AND ((tblRepairWorkOrderDetail.DateCompleted) Is Not Null)) OR (((tblCustWorkOrderDetail.DateCompleted) Is Not Null) AND ((tblProgress.PgrsRepairOrderNo) Is Null)); ","11/12/14 20:47:47"
"Query","qryCustWorkOrderDetail",,,"SELECT tblCustWorkOrderDetail.[CWOD_WorkOrderNo], tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail ORDER BY tblCustWorkOrderDetail.[CWOD_WorkOrderNo] DESC; ","SELECT tblCustWorkOrderDetail.[WorkOrderNo], tblCustWorkOrderDetail.DateCompleted, tblCustWorkOrderDetail.SeeRepair, tblCustWorkOrderDetail.Clean, tblCustWorkOrderDetail.Treat, tblCustWorkOrderDetail.CustID FROM tblCustWorkOrderDetail ORDER BY tblCustWorkOrderDetail.[WorkOrderNo] DESC; ","11/13/14 12:36:30"
"Form","subwosummary",,"RecordSource","SELECT qryCustWorkOrderDetail.[CWOD_WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail; ","SELECT qryCustWorkOrderDetail.[WorkOrderNo], [qryCustWorkOrderDetail].[DateCompleted], [qryCustWorkOrderDetail].[SeeRepair], [qryCustWorkOrderDetail].[Clean], [qryCustWorkOrderDetail].[Treat], [qryCustWorkOrderDetail].[CustID] FROM qryCustWorkOrderDetail; ","11/13/14 12:36:30"
